,index,label,segment_path,video_class,video_name,dataset,resized,bright,contrast,flip_lr,hue_adjust
844,2178,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting020_x264/Fighting020_x264-seg3.mp4,Fighting,Fighting020_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting020_x264-d7d23a99e9_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting020_x264-d7d23a99e9_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting020_x264-d7d23a99e9_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting020_x264-d7d23a99e9_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting020_x264-d7d23a99e9_1_hue_adjust.mp4
845,316,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse023_x264/Abuse023_x264-seg31.mp4,Abuse,Abuse023_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-984cd116c2_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-984cd116c2_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-984cd116c2_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-984cd116c2_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse023_x264-984cd116c2_1_hue_adjust.mp4
846,1328,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Assault/Assault012_x264/Assault012_x264-seg14.mp4,Assault,Assault012_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault012_x264-f08591fd50_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault012_x264-f08591fd50_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault012_x264-f08591fd50_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault012_x264-f08591fd50_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Assault012_x264-f08591fd50_1_hue_adjust.mp4
847,427,1,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse006_x264/Abuse006_x264-seg6.mp4,Abuse,Abuse006_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse006_x264-b9c4a250ac_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse006_x264-b9c4a250ac_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse006_x264-b9c4a250ac_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse006_x264-b9c4a250ac_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse006_x264-b9c4a250ac_1_hue_adjust.mp4
848,1624,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Fighting/Fighting008_x264/Fighting008_x264-seg22.mp4,Fighting,Fighting008_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting008_x264-f03dd3c981_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting008_x264-f03dd3c981_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting008_x264-f03dd3c981_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting008_x264-f03dd3c981_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Fighting008_x264-f03dd3c981_0_hue_adjust.mp4
849,105,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse025_x264/Abuse025_x264-seg25.mp4,Abuse,Abuse025_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse025_x264-043cd47778_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse025_x264-043cd47778_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse025_x264-043cd47778_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse025_x264-043cd47778_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse025_x264-043cd47778_0_hue_adjust.mp4
850,2661,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery054_x264/Robbery054_x264-seg11.mp4,Robbery,Robbery054_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-65104c2729_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-65104c2729_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-65104c2729_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-65104c2729_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery054_x264-65104c2729_0_hue_adjust.mp4
851,142,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse026_x264/Abuse026_x264-seg23.mp4,Abuse,Abuse026_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-5b83724060_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-5b83724060_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-5b83724060_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-5b83724060_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse026_x264-5b83724060_0_hue_adjust.mp4
852,121,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Abuse/Abuse046_x264/Abuse046_x264-seg26.mp4,Abuse,Abuse046_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse046_x264-9826ee0757_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse046_x264-9826ee0757_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse046_x264-9826ee0757_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse046_x264-9826ee0757_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Abuse046_x264-9826ee0757_0_hue_adjust.mp4
853,2595,0,/content/drive/MyDrive/ucf_experiments/data/ucf_crime_splits/Robbery/Robbery030_x264/Robbery030_x264-seg6.mp4,Robbery,Robbery030_x264,ucfcrime,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery030_x264-0d2cff35ab_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery030_x264-0d2cff35ab_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery030_x264-0d2cff35ab_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery030_x264-0d2cff35ab_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/Robbery030_x264-0d2cff35ab_0_hue_adjust.mp4
