,index,label,segment_path,video_class,video_name,dataset,resized,bright,contrast,flip_lr,hue_adjust
2954,327,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/GuLMP_IOrR0_1.avi,Fighting,GuLMP_IOrR0_1,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/GuLMP_IOrR0_1-87a89cd975_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/GuLMP_IOrR0_1-87a89cd975_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/GuLMP_IOrR0_1-87a89cd975_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/GuLMP_IOrR0_1-87a89cd975_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/GuLMP_IOrR0_1-87a89cd975_1_hue_adjust.mp4
2955,328,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/H1AzC-GyKto_0.avi,Fighting,H1AzC-GyKto_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_0-933bad6273_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_0-933bad6273_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_0-933bad6273_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_0-933bad6273_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_0-933bad6273_1_hue_adjust.mp4
2956,329,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/H1AzC-GyKto_1.avi,Fighting,H1AzC-GyKto_1,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_1-4034dba0ce_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_1-4034dba0ce_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_1-4034dba0ce_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_1-4034dba0ce_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/H1AzC-GyKto_1-4034dba0ce_1_hue_adjust.mp4
2957,330,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/hEjHnhy2_0.avi,Fighting,hEjHnhy2_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/hEjHnhy2_0-4cedb6d588_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/hEjHnhy2_0-4cedb6d588_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/hEjHnhy2_0-4cedb6d588_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/hEjHnhy2_0-4cedb6d588_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/hEjHnhy2_0-4cedb6d588_1_hue_adjust.mp4
2958,331,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/HgwpC5Xx_0.avi,Fighting,HgwpC5Xx_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HgwpC5Xx_0-f984ca2658_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HgwpC5Xx_0-f984ca2658_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HgwpC5Xx_0-f984ca2658_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HgwpC5Xx_0-f984ca2658_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HgwpC5Xx_0-f984ca2658_1_hue_adjust.mp4
2959,332,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/HtbVjsRA_0.avi,Fighting,HtbVjsRA_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_0-d32fc324ad_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_0-d32fc324ad_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_0-d32fc324ad_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_0-d32fc324ad_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_0-d32fc324ad_1_hue_adjust.mp4
2960,333,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/HtbVjsRA_1.avi,Fighting,HtbVjsRA_1,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_1-c67eb975b7_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_1-c67eb975b7_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_1-c67eb975b7_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_1-c67eb975b7_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_1-c67eb975b7_1_hue_adjust.mp4
2961,334,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/HtbVjsRA_2.avi,Fighting,HtbVjsRA_2,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_2-9c047348df_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_2-9c047348df_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_2-9c047348df_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_2-9c047348df_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HtbVjsRA_2-9c047348df_1_hue_adjust.mp4
2962,335,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/HVSv9sgz2ZI_0.avi,Fighting,HVSv9sgz2ZI_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-1de26605ff_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-1de26605ff_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-1de26605ff_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-1de26605ff_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-1de26605ff_1_hue_adjust.mp4
2963,336,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/HVSv9sgz2ZI_1.avi,Fighting,HVSv9sgz2ZI_1,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8161ae2e2d_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8161ae2e2d_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8161ae2e2d_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8161ae2e2d_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8161ae2e2d_1_hue_adjust.mp4
2964,337,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/HVSv9sgz2ZI_2.avi,Fighting,HVSv9sgz2ZI_2,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-af1d5138f4_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-af1d5138f4_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-af1d5138f4_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-af1d5138f4_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-af1d5138f4_1_hue_adjust.mp4
2965,338,1,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/Fight/HVSv9sgz2ZI_4.avi,Fighting,HVSv9sgz2ZI_4,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_4-ec16d25174_1_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_4-ec16d25174_1_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_4-ec16d25174_1_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_4-ec16d25174_1_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_4-ec16d25174_1_hue_adjust.mp4
