,index,label,segment_path,video_class,video_name,dataset,resized,bright,contrast,flip_lr,hue_adjust
3798,1171,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HvfhYJ8b_0.avi,Fighting,HvfhYJ8b_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HvfhYJ8b_0-5dd1f091b5_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HvfhYJ8b_0-5dd1f091b5_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HvfhYJ8b_0-5dd1f091b5_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HvfhYJ8b_0-5dd1f091b5_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HvfhYJ8b_0-5dd1f091b5_0_hue_adjust.mp4
3799,1172,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HVRUChVh_0.avi,Fighting,HVRUChVh_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVRUChVh_0-0686d637d8_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVRUChVh_0-0686d637d8_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVRUChVh_0-0686d637d8_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVRUChVh_0-0686d637d8_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVRUChVh_0-0686d637d8_0_hue_adjust.mp4
3800,1173,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HVSv9sgz2ZI_0.avi,Fighting,HVSv9sgz2ZI_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-b483286b6d_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-b483286b6d_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-b483286b6d_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-b483286b6d_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_0-b483286b6d_0_hue_adjust.mp4
3801,1174,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HVSv9sgz2ZI_1.avi,Fighting,HVSv9sgz2ZI_1,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8980fdf96c_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8980fdf96c_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8980fdf96c_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8980fdf96c_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_1-8980fdf96c_0_hue_adjust.mp4
3802,1175,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HVSv9sgz2ZI_2.avi,Fighting,HVSv9sgz2ZI_2,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-cbdc3f3d89_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-cbdc3f3d89_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-cbdc3f3d89_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-cbdc3f3d89_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_2-cbdc3f3d89_0_hue_adjust.mp4
3803,1176,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HVSv9sgz2ZI_3.avi,Fighting,HVSv9sgz2ZI_3,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_3-58b1bb3641_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_3-58b1bb3641_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_3-58b1bb3641_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_3-58b1bb3641_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HVSv9sgz2ZI_3-58b1bb3641_0_hue_adjust.mp4
3804,1177,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HW48LUZKOL4_0.avi,Fighting,HW48LUZKOL4_0,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_0-423d04ddfd_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_0-423d04ddfd_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_0-423d04ddfd_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_0-423d04ddfd_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_0-423d04ddfd_0_hue_adjust.mp4
3805,1178,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HW48LUZKOL4_1.avi,Fighting,HW48LUZKOL4_1,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_1-573603fa9c_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_1-573603fa9c_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_1-573603fa9c_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_1-573603fa9c_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_1-573603fa9c_0_hue_adjust.mp4
3806,1179,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HW48LUZKOL4_2.avi,Fighting,HW48LUZKOL4_2,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_2-b694e4f0bb_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_2-b694e4f0bb_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_2-b694e4f0bb_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_2-b694e4f0bb_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_2-b694e4f0bb_0_hue_adjust.mp4
3807,1180,0,/content/drive/MyDrive/ucf_experiments/data/rwf/RWF-2000/train/NonFight/HW48LUZKOL4_3.avi,Fighting,HW48LUZKOL4_3,rwf2000,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_3-a7c6c07c6c_0_resized.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_3-a7c6c07c6c_0_bright.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_3-a7c6c07c6c_0_contrast.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_3-a7c6c07c6c_0_flip_lr.mp4,/content/drive/MyDrive/ucf_experiments/ciclo_experimental_1/data/augmented_train/HW48LUZKOL4_3-a7c6c07c6c_0_hue_adjust.mp4
